"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Cornelius Randolph","Phillies (AA)","21","118","410","465","99","76","18","0","5","52","40","48","0","92","3","2","2","12","3","3",".241","sa874241"
"Martin Doria","Giants (R)","19","47","145","171","35","30","4","1","0","29","13","18","0","19","7","1","0","6","8","3",".241","sa3003289"
"Jared Akins","- - -","21","40","145","160","35","26","6","2","1","28","16","10","0","46","3","2","0","2","3","3",".241","sa3004284"
"Franklin Pinto","Astros (R)","17","34","116","133","28","26","1","1","0","13","6","11","0","16","4","2","0","3","14","3",".241","sa3007913"
"Gabriel Noriega","- - -","27","81","203","222","49","42","5","0","2","18","29","12","0","54","1","5","1","5","1","2",".241","sa455932"
"Will Allen","- - -","26","64","232","254","56","32","14","1","9","34","33","14","0","56","4","2","2","6","2","0",".241","sa550032"
"Santiago Chavez","- - -","22","62","203","225","49","35","11","0","3","26","16","14","0","55","2","1","5","5","2","1",".241","sa657706"
"Edwin Rodriguez","- - -","21","41","145","152","35","21","10","1","3","14","25","4","0","33","2","0","0","3","1","1",".241","sa828243"
"Milton Ramos","Orioles (A-)","22","35","116","121","28","20","7","0","1","8","9","2","0","22","1","0","2","3","2","0",".241","sa828792"
"Edwin Yon","- - -","19","43","145","162","35","20","8","3","4","20","20","16","0","57","1","0","0","3","3","1",".241","sa872464"
"Eric Jenkins","- - -","21","111","377","414","91","73","7","7","4","50","29","29","2","111","2","2","4","1","35","8",".241","sa874775"
"Michael Hickman","White Sox (A)","21","80","286","309","69","48","17","1","3","29","33","19","0","82","4","0","0","5","0","3",".241","sa876234"
"James Vasquez","- - -","25","97","257","299","62","46","12","2","2","44","38","35","2","66","1","6","0","8","2","0",".241","sa875804"
"Wilbert Garcia","Phillies (R)","18","35","112","126","27","19","5","1","2","15","8","9","0","34","3","1","1","1","10","7",".241","sa3003391"
"Cesar Rodriguez","Phillies (R)","17","67","224","260","54","43","10","0","1","24","30","28","1","33","4","4","0","5","4","7",".241","sa3005741"
"Alejandro Gonzalez","Mexican (AAA)","32","92","278","324","67","54","9","2","2","35","25","24","1","83","11","2","9","3","5","6",".241","sa509640"
"Ranser Amador","- - -","19","47","166","176","40","35","3","1","1","18","13","7","0","49","2","1","0","5","17","5",".241","sa3003192"
"Sam Huff","Rangers (A)","20","118","415","448","100","57","22","3","18","53","55","23","2","140","8","2","0","5","9","1",".241","sa918046"
"Randy Rodriguez","Dodgers (R)","22","43","137","156","33","24","3","5","1","18","19","12","0","27","1","3","3","0","10","4",".241","sa3006431"
"Dayton Dugas","- - -","21","40","137","149","33","23","5","1","4","15","18","7","0","51","2","3","0","3","2","1",".241","sa3006855"
"Luis Silverio","- - -","23","91","328","345","79","44","24","6","5","40","38","14","0","103","2","1","0","5","5","4",".241","sa876098"
"Tyler Frost","White Sox (A)","22","124","407","464","98","55","21","4","18","61","65","46","0","129","5","2","4","3","7","4",".241","sa915857"
"Joe Rizzo","Mariners (A+)","20","123","461","508","111","84","21","2","4","46","55","40","0","108","3","4","0","14","6","1",".241","sa917934"
"Dermis Garcia","Yankees (A)","20","88","324","363","78","44","17","2","15","37","50","36","1","111","2","1","0","4","3","2",".241","sa881025"
"Alfredo Angarita","- - -","21","96","349","395","84","67","13","3","1","41","35","37","0","75","3","3","3","8","11","9",".241","sa917326"
"Dalton Guthrie","- - -","22","95","320","361","77","55","17","0","5","43","32","21","1","57","6","8","6","10","3","6",".241","sa829836"
"Marcos Brito","Athletics (A-)","18","54","212","241","51","44","5","1","1","29","20","27","0","50","0","1","1","3","7","6",".241","sa3003183"
"Johan Lopez","Rays (R)","17","52","183","220","44","30","12","0","2","35","23","20","0","28","8","3","6","6","12","5",".240","sa3003228"
"Bengie Gonzalez","Nationals (AAA)","28","105","312","350","75","57","14","1","3","39","29","31","2","68","3","2","2","2","9","3",".240","sa454764"
"Auston Bousfield","- - -","24","99","312","366","75","50","20","3","2","49","29","43","0","71","5","5","1","9","7","6",".240","sa827356"
"Jesmuel Valentin","Phillies (AAA)","24","37","129","154","31","23","5","1","2","17","13","19","0","27","3","2","1","4","3","0",".240","14548"
"Brett Phillips","Brewers (AAA)","24","71","258","299","62","37","12","7","6","42","25","36","1","94","1","4","0","1","11","0",".240","14735"
"Ronaldo Paulino","- - -","19","45","129","161","31","15","9","1","6","23","25","27","1","60","2","2","1","1","0","1",".240","sa3003371"
"Maiker Feliz","White Sox (R)","20","37","129","142","31","23","6","0","2","18","14","12","0","35","1","0","0","3","0","0",".240","sa828240"
"Micah Bello","Brewers (R)","17","39","154","174","37","29","4","3","1","25","15","18","0","41","1","0","1","2","10","1",".240","sa3006883"
"Jonathan Laureano","- - -","22","91","333","365","80","53","18","0","9","40","38","22","0","88","6","2","2","10","1","3",".240","sa918576"
"Kevin Woodall","- - -","22","48","179","207","43","18","16","0","9","26","33","24","0","50","3","1","0","5","1","1",".240","sa3007066"
"Devin Mann","- - -","21","65","229","270","55","39","13","1","2","26","30","35","0","53","4","2","0","4","7","5",".240","sa3006869"
"Matt Lipka","Giants (AA)","26","123","304","357","73","52","12","5","4","47","30","40","2","57","3","6","4","4","21","8",".240","sa548175"
"Aristides Aquino","Reds (AA)","24","114","404","445","97","55","20","2","20","49","55","35","2","112","4","1","1","17","4","5",".240","15482"
"Jeury Castillo","Astros (R)","18","45","150","170","36","30","6","0","0","12","11","15","0","36","1","1","3","0","5","3",".240","sa3003336"
"Jose Rivas","- - -","17","63","250","280","60","48","8","4","0","44","20","22","0","38","4","2","2","8","16","6",".240","sa3005561"
"Cristian Heredia","Padres (R)","17","54","200","227","48","35","9","0","4","27","24","26","0","63","1","0","0","7","1","3",".240","sa3005731"
"Jonathan India","- - -","21","44","150","184","36","20","9","1","6","29","23","28","0","44","6","0","0","6","6","1",".240","sa3008178"
"Gilberto Galaviz","Mexican (AAA)","26","67","200","216","48","31","15","0","2","23","26","9","0","24","2","3","2","12","2","0",".240","sa597945"
"Eugene Helder","Mariners (A)","22","102","375","418","90","63","17","3","7","48","44","34","0","64","3","4","2","7","4","0",".240","sa826786"
"Monte Harrison","Marlins (AA)","22","136","521","583","125","83","20","3","19","85","48","44","0","215","14","1","3","7","28","9",".240","sa828691"
"Stephen Bruno","Cubs (AAA)","27","91","271","305","65","49","13","0","3","27","20","18","2","46","12","2","2","5","5","6",".240","sa502917"
"Clark Scolamiero","Indians (A-)","22","61","221","249","53","40","10","1","2","27","24","23","1","72","2","3","0","3","5","1",".240","sa3002837"
"Franklin Rollin","- - -","22","96","317","358","76","53","14","2","7","42","25","31","0","54","5","3","2","7","17","9",".240","sa827951"
"Kennys Vargas","Twins (AAA)","27","130","463","533","111","67","23","0","21","41","73","58","3","133","5","7","0","21","0","0",".240","12101"
"Warnel Valdez","Blue Jays (R)","19","33","121","124","29","17","9","1","2","14","15","2","0","32","0","1","0","3","2","0",".240","sa3003241"
"Manuel Garcia","- - -","18","39","121","140","29","26","3","0","0","10","9","14","0","23","5","0","0","3","2","5",".240","sa3006202"
"Ryan Metzler","- - -","25","106","313","357","75","50","17","0","8","35","41","32","0","92","3","4","5","1","14","4",".240","sa829159"
"Gabriel Arias","Padres (A)","18","124","455","504","109","73","27","3","6","54","55","41","1","149","1","3","4","12","3","3",".240","sa3004047"
"Adam Rosales","Indians (AAA)","35","114","380","428","91","50","22","1","18","52","61","38","2","94","5","5","0","6","3","3",".239","9682"
"Audry Perez","- - -","29","43","142","153","34","21","2","0","11","16","28","8","0","20","1","1","0","5","0","0",".239","9176"
"Enmanuel Morillo","Astros (R)","17","43","142","163","34","27","6","0","1","15","17","12","0","24","8","0","1","7","4","2",".239","sa3005770"
"Nic Motley","Rockies (A)","21","36","117","133","28","17","5","0","6","16","13","7","1","40","5","2","2","1","1","1",".239","sa3002761"
"Ronny Dominguez","- - -","21","42","117","135","28","19","6","3","0","19","4","14","0","35","1","0","2","0","5","6",".239","sa917343"
"Jose Siri","- - -","22","96","372","409","89","48","17","11","13","57","43","28","0","123","3","5","1","6","23","6",".239","sa736940"
"Wilfri Peralta","- - -","17","56","209","243","50","39","8","3","0","31","19","26","0","46","6","1","0","3","8","11",".239","sa3005481"
"Ciro Norzagaray","Mexican (AAA)","23","90","255","299","61","56","4","0","1","33","20","30","0","58","4","1","9","4","3","5",".239","sa3002597"
"Jesus Lopez","Athletics (A)","21","84","301","326","72","45","15","2","10","33","41","18","1","56","5","0","2","7","2","2",".239","sa830306"
"Gunnar Heidt","- - -","25","103","347","390","83","54","21","2","6","38","34","34","1","103","2","3","4","5","8","5",".239","sa827195"
"Nick Allen","Athletics (A)","19","121","460","512","110","87","17","6","0","51","34","34","1","85","9","6","3","6","24","8",".239","sa3004723"
"Joe Dunand","- - -","22","127","460","512","110","74","21","1","14","64","70","36","1","125","9","7","0","9","2","1",".239","sa3005360"
"Jorge Ona","Padres (A+)","21","100","368","410","88","54","24","2","8","44","44","33","1","110","7","2","0","15","0","2",".239","sa974072"
"Derek Hill","Tigers (A+)","22","106","343","383","82","66","9","3","4","45","33","33","0","109","1","1","5","6","35","12",".239","sa828670"
"Kurt Hoekstra","- - -","25","99","343","386","82","62","14","2","4","40","32","37","0","87","0","5","1","7","9","1",".239","sa875296"
"Everlouis Lozada","Red Sox (A)","19","97","343","381","82","64","16","1","1","33","32","24","0","98","7","1","6","6","2","3",".239","sa917077"
"Sam Haggerty","- - -","24","94","297","372","71","41","21","5","4","47","39","59","1","83","5","5","6","2","26","7",".239","sa858804"
"Daniel Salters","- - -","25","76","251","280","60","45","10","0","5","21","30","18","0","69","9","2","0","5","1","1",".239","sa829475"
"Nick Buss","Twins (AAA)","31","47","159","178","38","27","8","1","2","14","11","14","1","36","3","2","0","3","4","1",".239","6835"
"Yeison Ceballo","- - -","17","34","113","123","27","21","3","3","0","11","13","8","0","24","1","1","0","3","1","2",".239","sa3005588"
"Gabriel Brito","Pirates (R)","20","36","113","141","27","24","3","0","0","12","16","22","0","27","1","4","1","1","0","1",".239","sa873561"
"David Masters","Nationals (A+)","25","92","293","353","70","48","16","0","6","50","32","50","0","79","6","1","3","6","0","2",".239","sa602586"
"Granden Goetzman","- - -","25","50","180","190","43","24","12","4","3","21","20","8","0","41","0","1","1","2","3","1",".239","sa597785"
"Nash Knight","- - -","25","110","381","433","91","72","14","1","4","47","45","41","2","72","9","2","0","3","0","3",".239","sa876814"
"Ismael Jaime","Diamondbacks (R)","18","58","201","227","48","27","17","0","4","18","22","24","0","63","1","1","0","3","11","3",".239","sa3003287"
"Travis Swaggerty","- - -","20","52","201","229","48","31","10","2","5","28","20","22","2","58","3","1","2","0","9","3",".239","sa3007512"
"Corey Ray","Brewers (AA)","23","135","532","600","127","61","32","7","27","86","74","60","4","176","7","1","0","6","37","7",".239","sa738510"
"Jahmai Jones","- - -","20","123","482","559","115","76","20","9","10","80","55","67","0","114","6","3","0","12","24","4",".239","sa874807"
"D.J. Davis","Blue Jays (A+)","23","36","109","120","26","18","5","1","2","16","5","9","1","35","2","0","0","1","2","1",".239","sa657912"
"Bligh Madris","Pirates (A+)","22","103","369","411","88","62","12","5","9","40","53","28","0","88","3","7","3","1","3","4",".238","sa3004165"
"Will Banfield","- - -","18","39","130","146","31","19","8","1","3","12","18","11","0","43","3","2","0","3","0","1",".238","sa3007973"
"Trever Morrison","- - -","23","73","260","298","62","50","10","0","2","32","29","28","1","81","3","4","3","4","9","2",".238","sa738906"
"Julio Martinez","- - -","20","41","130","143","31","26","4","1","0","16","16","10","0","44","2","1","0","0","3","1",".238","sa872583"
"Chuckie Robinson","Astros (A+)","23","75","260","284","62","44","10","1","7","27","30","21","0","58","1","2","0","5","3","4",".238","sa918471"
"Germin Lopez","- - -","19","50","172","198","41","32","2","5","2","30","22","18","0","39","3","1","4","0","15","3",".238","sa3006530"
"Will Robertson","Orioles (A)","23","111","386","413","92","56","27","1","8","46","37","16","0","85","8","3","0","9","0","2",".238","sa3004294"
"Tristan Gray","Rays (A+)","22","118","449","496","107","54","38","2","13","71","69","39","1","113","3","5","0","4","5","5",".238","sa829756"
"Alex Presley","- - -","32","55","210","232","50","39","8","1","2","25","20","19","0","46","2","1","0","4","0","2",".238","5305"
"Luis Silva","Brewers (R)","16","59","210","230","50","44","5","1","0","23","30","13","1","26","3","4","0","4","5","5",".238","sa3005547"
"Brandon Rincones","Red Sox (R)","17","45","147","178","35","30","4","1","0","25","13","21","0","27","2","0","8","1","5","2",".238","sa3005923"
"Josh Lowe","Rays (A+)","20","105","399","455","95","61","25","3","6","62","47","47","2","117","4","4","1","2","18","6",".238","sa917926"
"Anthony Alford","- - -","23","112","395","442","94","65","23","1","5","54","36","33","0","120","12","2","0","5","17","8",".238","14329"
"Jacob Hannemann","Cubs (AAA)","27","116","374","413","89","66","14","3","6","44","32","27","0","84","5","2","5","6","22","6",".238","15644"
"Jordan Betts","- - -","26","94","332","366","79","53","15","0","11","35","38","26","0","99","4","3","1","5","0","0",".238","sa827329"
"Luis Villegas","- - -","25","56","185","203","44","33","5","1","5","20","21","16","0","42","0","2","0","4","1","1",".238","sa547944"
"Roemon Fields","Blue Jays (AAA)","27","100","328","367","78","63","10","3","2","41","27","29","1","80","5","3","2","3","25","16",".238","sa829879"
"Chris Hudgins","Royals (R)","22","37","143","156","34","16","11","2","5","19","26","9","0","39","2","2","0","12","0","0",".238","sa829684"
"Gio Brusa","Giants (A+)","24","107","408","451","97","50","23","5","19","62","70","35","0","149","2","5","1","4","8","0",".238","sa659068"
"Roberto Chirinos","- - -","17","47","181","198","43","30","10","1","2","23","18","11","0","44","3","2","1","4","7","2",".238","sa3005484"
"Luis Laurencio","Tigers (R)","19","48","181","204","43","30","7","2","4","27","21","22","1","89","1","0","0","3","7","1",".238","sa917009"
"Carlos Luis","Padres (R)","18","45","160","176","38","33","4","1","0","22","16","16","0","39","0","0","0","6","0","1",".238","sa3002860"
"Nick Horvath","Orioles (A-)","21","47","160","186","38","21","11","2","4","28","22","21","0","48","2","2","1","0","3","0",".238","sa3008186"
"Rafael Narea","Cubs (A)","20","100","358","402","85","63","20","0","2","43","43","29","1","64","3","6","6","13","7","3",".237","sa871441"
"Jesus Alberto Vega","Mexican (AAA)","36","48","139","152","33","18","8","0","7","17","25","6","0","31","3","1","3","8","0","1",".237","sa199032"
"Franklin Navarro","Angels (A+)","23","38","139","144","33","23","8","0","2","13","17","3","0","50","0","2","0","1","0","0",".237","sa655913"
"Brandon Hughes","Cubs (A)","22","109","375","422","89","71","14","0","4","46","35","33","0","111","5","6","3","6","22","10",".237","sa915618"
"Alexander Alvarez","Rays (A)","21","32","118","126","28","19","4","2","3","13","11","5","0","38","0","0","3","3","0","1",".237","sa826656"
